rep_sitc,rep,country,sitc,sitc_desc,BI2000,BIS2000,BI2005,BIS2005,BI2010,BIS2010,BI2015,BIS2015,BI2020,BIS2020,BI2021,BIS2021,BI2022,BIS2022,BI2023,BIS2023
036001,036,Australia,001,Live animals chiefly for food,5.0330114,.66849059,5.0631742,.67013979,4.1911864,.61473161,6.9823809,.74944818,4.1730032,.61337739,3.4824996,.55382037,2.4493294,.42017716,,
036011,036,Australia,011,"Meat and edible meat offal, fresh, chilled or frozen",7.3219156,.75967073,6.7107477,.74062181,3.9134359,.59295285,8.0267324,.77843589,4.8921957,.66056794,4.4716043,.63447648,4.0218992,.60174429,,
036012,036,Australia,012,"Meat and edible meat offal, in brine, dried, salted or smoked",.21380535,-.64771068,.12933794,-.77094913,.046451025,-.9112218,.020547859,-.9597317,.015507299,-.969459,.01128957,-.97767293,.017149977,-.96627837,,
036014,036,Australia,014,"Meat and edible meat offal, prepared, preserved, nes; fish extracts",.64867419,-.21309596,.71421856,-.16671237,.21637152,-.64423448,.2903018,-.55002499,.24008533,-.61279225,.23068814,-.62510705,.22469673,-.63305736,,
036022,036,Australia,022,Milk and cream,6.8019032,.74365228,5.1734257,.67603076,1.8162775,.28984272,2.4198849,.415185,1.9372621,.31909379,2.0621848,.34687155,1.8168482,.28998658,,
036023,036,Australia,023,Butter,6.5263376,.73426652,3.5121744,.55675471,1.9657481,.32563388,1.7427993,.27081797,.66999,-.19761196,.93197298,-.035211165,.44795406,-.38125929,,
036024,036,Australia,024,Cheese and curd,5.2033672,.67759448,3.7743034,.58109075,1.428508,.17644909,1.9438194,.32061049,1.1521946,.070716009,1.0109583,.0054492992,.76827204,-.13104768,,
036025,036,Australia,025,"Eggs, birds', and egg yolks, fresh, dried or preserved",.11963131,-.78630233,.056213673,-.89355624,.013455178,-.97344691,.033814304,-.93458343,.05571774,-.89444578,.06427557,-.87921256,.072073564,-.8655436,,
036034,036,Australia,034,"Fish, fresh, chilled or frozen",1.103382,.049150363,.58406121,-.26257747,.46139389,-.36855641,.41290247,-.41552585,.46456322,-.36559486,.46719456,-.36314574,.35476547,-.47627029,,
036035,036,Australia,035,"Fish, dried, salted or in brine; smoked fish",.38915539,-.43972376,.35895586,-.47171813,.27397695,-.5698871,.037112631,-.92843086,.031552803,-.93882465,.023600759,-.95388681,.016181814,-.96815175,,
036036,036,Australia,036,"Crustaceans and molluscs, fresh, chilled, frozen, salted, etc",4.173882,.61344308,3.1769786,.52118498,2.4368627,.41807392,2.7995296,.47361904,1.3421421,.14608085,.80826145,-.10603475,.62077218,-.23397972,,
036037,036,Australia,037,"Fish, crustaceans and molluscs, prepared or preserved, nes",.9837774,-.0081776297,.5107637,-.32383376,.27191004,-.57243824,.16794217,-.71241355,.019096615,-.96252245,.016672438,-.96720195,.040110882,-.92287189,,
036041,036,Australia,041,"Wheat and meslin, unmilled",17.48914,.89182842,16.148745,.88337338,10.27409,.82260209,13.969621,.86639607,6.1589346,.7206288,12.235136,.84888709,10.405882,.8246519,,
036042,036,Australia,042,Rice,4.0352421,.60279965,.37577441,-.45372671,.34234592,-.4899289,1.8681179,.30267861,.15234713,-.73558813,.27361932,-.57032794,.55844086,-.2833339,,
036043,036,Australia,043,"Barley, unmilled",14.468285,.87070316,16.816446,.88774419,12.508057,.85194021,22.581181,.91518658,10.970908,.8329283,14.309158,.86935925,10.655311,.82840443,,
036044,036,Australia,044,"Maize, unmilled",.11666086,-.79105407,.040578168,-.9220084,.023672221,-.95375037,.16504391,-.71667349,.11186778,-.79877502,.088747069,-.83697397,.070678711,-.86797398,,
036045,036,Australia,045,"Cereals, unmilled",1.9537241,.3228887,2.7323804,.46414894,2.3390207,.40102199,11.650859,.84190798,2.3323905,.39983025,9.1611862,.80317259,10.645049,.82825321,,
036046,036,Australia,046,Meal and flour of wheat and flour of meslin,2.0495155,.34415811,1.5087681,.20279598,1.1229117,.057897694,.33077633,-.50288212,.1486043,-.74124372,.12830883,-.77256435,.089757442,-.83527076,,
036047,036,Australia,047,Other cereal meals and flour,1.8181478,.29031402,1.2862108,.12519002,.20672108,-.6573838,.38117087,-.44804677,.26881334,-.576276,.28423601,-.55734617,.24326953,-.60866165,,
036048,036,Australia,048,"Cereal, flour or starch preparations of fruits or vegetables",1.4952023,.19846179,1.1440201,.067172915,1.1707689,.078667454,1.2054175,.093142234,.69346571,-.18101004,.68376356,-.18781523,.59977949,-.25017229,,
036054,036,Australia,054,"Vegetables, fresh or simply preserved; roots and tubers, nes",1.1279919,.060146805,.51790988,-.31760126,.85085851,-.080579631,1.8160633,.28978869,1.1493927,.069504619,1.4151756,.17190285,1.2331262,.10439453,,
036056,036,Australia,056,"Vegetables, roots and tubers, prepared or preserved, nes",.11831256,-.78840876,.082984172,-.84674907,.06336797,-.88081646,.068381593,-.87199032,.17982128,-.69517201,.17057541,-.70856142,.14799204,-.74217236,,
036057,036,Australia,057,"Fruit and nuts, fresh, dried",.69571173,-.17944576,.51157409,-.32312402,.50571865,-.32826939,1.1429427,.066703916,.87074536,-.069092587,.71872169,-.16365553,.700495,-.17612812,,
036058,036,Australia,058,"Fruit, preserved, and fruits preparations",.75484717,-.13970038,.56622481,-.2769559,.3170701,-.51852208,.19657442,-.67143804,.12451989,-.7785368,.12149134,-.78333968,.12430367,-.77887881,,
036061,036,Australia,061,Sugar and honey,.73572838,-.15225402,.6230433,-.23225302,.49084172,-.34152403,.56996673,-.27391234,.320382,-.51471317,.3130888,-.52312624,.21766227,-.64249158,,
036062,036,Australia,062,"Sugar confectionery and preparations, non-chocolate",.74467653,-.1463443,.58785379,-.25956181,.50373483,-.33002174,.34562153,-.48630202,.24420477,-.60745245,.22392364,-.63408887,.15229046,-.73567349,,
036071,036,Australia,071,Coffee and coffee substitutes,.27497807,-.56865442,.20183863,-.66411692,.10532355,-.80942494,.13601929,-.76053351,.052133087,-.90090019,.037705835,-.92732847,.031947095,-.93808383,,
036072,036,Australia,072,Cocoa,.009073101,-.98201698,.012578995,-.97515452,.014533129,-.97135013,.022132868,-.95669276,.0090868324,-.98198998,.0056908405,-.98868275,.017537726,-.96552908,,
036073,036,Australia,073,"Chocolate and other preparations containing cocoa, nes",1.4553759,.18546078,.94974095,-.025777299,.47303709,-.35773906,.43724948,-.39154685,.38966215,-.43919873,.35179162,-.47951797,.27882317,-.5639379,,
036074,036,Australia,074,Tea and mate,.32976159,-.50402898,.16448656,-.71749514,.13736074,-.75845706,.11708178,-.79037923,.094862089,-.8267141,.10483599,-.81022346,.089208081,-.83619642,,
036075,036,Australia,075,Spices,.20047536,-.66600668,.17397293,-.7036168,.17786174,-.69799215,.16035958,-.72360367,.13849133,-.75671077,.12055298,-.78483307,.15263782,-.7351504,,
036081,036,Australia,081,Feeding stuff for animals (not including unmilled cereals),3.2375951,.52803421,2.0942147,.35363245,1.3089186,.13379362,1.3319097,.14233384,.7982105,-.11221684,.73191911,-.15478835,.64601129,-.21505849,,
036091,036,Australia,091,Margarine and shortening,2.6258404,.44840375,1.4040667,.16807632,1.2398801,.10709506,1.0957488,.045687146,1.0726072,.035031799,.72661841,-.15833353,.53548944,-.30251628,,
036098,036,Australia,098,"Edible products and preparations, nes",.98265094,-.0087504378,.81667274,-.10091375,.50050271,-.33288664,1.3003565,.13056955,.80884206,-.10567973,.59529579,-.25368601,.44734663,-.38183898,,
036111,036,Australia,111,"Non-alcoholic beverages, nes",.26322234,-.58325255,.22151972,-.63730472,.20508979,-.65962738,.20218523,-.66363716,.1741491,-.70336121,.21071526,-.65191609,.21480474,-.64635509,,
036112,036,Australia,112,Alcoholic beverages,2.8789663,.48439872,3.7338178,.57750803,2.0801411,.3506791,2.2184322,.37857941,1.6997286,.25918481,1.0503215,.024543205,.70227587,-.1748977,,
036121,036,Australia,121,Tobacco unmanufactured; tobacco refuse,.011686253,-.97689748,.070699915,-.86793703,.026749218,-.94789535,.013866436,-.97264642,6.4878805e-06,-.99998701,.00035111222,-.99929804,.00031669441,-.99936682,,
036122,036,Australia,122,"Tobacco, manufactured",.20195054,-.66396201,.30094784,-.53734064,.22488964,-.63280016,.12707634,-.77450269,.060638085,-.88565737,.030869452,-.94010985,.024731699,-.95173037,,
036211,036,Australia,211,"Hides and skins, excluding furs, raw",6.5954576,.73668474,7.2646747,.75800622,7.1062503,.75327682,11.052346,.83405721,20.627943,.90752703,19.945627,.90451467,14.636577,.87209475,,
036212,036,Australia,212,"Furskins, raw",.020873459,-.95910668,.016721688,-.96710664,.0013490592,-.99730551,.0057490459,-.98856765,.74646842,-.14516814,.15720607,-.72830063,.2259236,-.63142306,,
036222,036,Australia,222,"Seeds and oleaginous fruit, whole or broken, for 'soft' fixed oil",3.2406986,.52837962,1.4709659,.1905999,1.0794016,.038184837,2.5093799,.43009874,.96326256,-.018712444,2.0320649,.34038353,3.5497606,.5604164,,
036223,036,Australia,223,"Seeds and oleaginous fruit, whole or broken, for other fixed oils",2.1531632,.36571631,.82994479,-.092929147,.65376431,-.20936218,.65992153,-.20487623,.19266616,-.67691517,.14515762,-.74648446,.26122618,-.58575839,,
036232,036,Australia,232,Natural rubber latex; rubber and gums,.062276285,-.88274938,.010464589,-.97928756,.00944163,-.98129338,.027292566,-.94686508,.0081154546,-.98389977,.0059972978,-.98807693,.0040167896,-.99199855,,
036233,036,Australia,233,"Synthetic rubber, latex, etc; waste, scrap of unhardened rubber",.07184761,-.86593688,.041712541,-.91991544,.043533914,-.91656446,.026765339,-.94786471,.18380098,-.68947315,.28398225,-.55765396,.164619,-.71729982,,
036244,036,Australia,244,"Cork, natural, raw and waste",.0039006951,-.99222893,.047360428,-.90956229,.017174022,-.96623188,.0031167048,-.99378598,.0014427404,-.99711865,.0099629564,-.98027062,.00077552383,-.99845016,,
036245,036,Australia,245,Fuel wood and wood charcoal,.5827499,-.26362351,.66175014,-.20355037,.072360978,-.86504364,.33307999,-.50028509,.43280995,-.39585853,.18828033,-.68310452,.072823353,-.86423981,,
036246,036,Australia,246,Pulpwood (including chips and wood waste),26.931196,.92839545,26.037371,.92602831,12.568881,.85260391,13.027269,.85742056,5.0147481,.66748399,6.2185235,.72293502,4.0904884,.60711038,,
036247,036,Australia,247,Other wood in the rough or roughly squared,.71467674,-.16640061,.66925293,-.19814077,1.3032281,.13165355,3.4235361,.54787302,2.7333848,.46429309,.75160736,-.14180841,.34973067,-.4817771,,
036248,036,Australia,248,"Wood, simply worked, and railway sleepers of wood",.17405382,-.70349944,.31694451,-.51866686,.31703889,-.51855803,.22178276,-.63695222,.13356364,-.76434737,.062699035,-.88200039,.0038929982,-.99224418,,
036251,036,Australia,251,Pulp and waste paper,.11543188,-.79302746,.32520625,-.50919902,.42478928,-.40371636,.45415655,-.37536773,.22232905,-.63622063,.25595403,-.59241498,.21440519,-.64689678,,
036261,036,Australia,261,Silk,.89899182,-.053190421,.0039582681,-.99211466,.43102166,-.39760289,0,-1,.00095915736,-.99808353,0,-1,.0021907547,-.99562806,,
036263,036,Australia,263,Cotton,19.868952,.90416384,10.436391,.82511967,7.6561537,.76895052,10.736731,.82959479,2.1785102,.37077439,6.8945036,.74665916,11.328074,.83776867,,
036264,036,Australia,264,"Jute, other textile bast fibres, nes, raw, processed but not spun",.15196995,-.7361564,.28936589,-.55115008,.13472858,-.76253605,.0065373541,-.98701018,.030963419,-.93993306,.0017439004,-.99651825,.0078638559,-.98439503,,
036265,036,Australia,265,"Vegetable textile fibres, excluding cotton, jute, and waste",.0034045486,-.99321401,.003595503,-.99283475,.0046854247,-.99067283,.020972762,-.95891613,.0022847136,-.99544096,.0074484367,-.98521328,.012658196,-.97500008,,
036266,036,Australia,266,Synthetic fibres suitable for spinning,.1493438,-.74012333,.017782636,-.96505612,.010498803,-.97922057,.032167103,-.93767077,.0035827302,-.99286014,.0035944618,-.99283683,.0056344932,-.98879415,,
036267,036,Australia,267,"Other man-made fibres suitable for spinning, and waste",.011157732,-.97793078,.011802671,-.97667003,.014728921,-.97096974,.00099852646,-.99800491,.006000957,-.98806965,.0021056889,-.99579746,.00034126241,-.99931771,,
036268,036,Australia,268,Wool and other animal hair (excluding tops),53.009731,.96296966,50.100281,.96086127,35.4856,.94518387,50.541378,.96119624,36.447289,.94659162,34.122627,.94305664,33.588257,.94217688,,
036269,036,Australia,269,Old clothing and other old textile articles; rags,1.3720615,.15685153,1.1846548,.084523574,.85694724,-.077036522,1.1267076,.059579208,.86205673,-.07408113,.77162892,-.12890458,.68614876,-.18613496,,
036271,036,Australia,271,"Fertilizers, crude",.85869431,-.076024167,.37359819,-.45602986,.193948,-.67511481,.60779285,-.24394134,.0013856736,-.9972325,.0088224811,-.98250937,.14729837,-.74322569,,
036273,036,Australia,273,"Stone, sand and gravel",1.0823985,.03956905,.83964658,-.087165341,.73221582,-.15459053,.64679152,-.21448281,.37581488,-.45368394,.10392503,-.81171721,.090044327,-.83478779,,
036274,036,Australia,274,Sulphur and unroasted iron pyrites,.045704454,-.91258627,.057521291,-.89121491,.029965479,-.94181263,.0020627405,-.99588299,.011663746,-.97694147,.0014791049,-.99704617,.0057981485,-.98847055,,
036277,036,Australia,277,"Natural abrasives, nes",.59574968,-.2533294,1.9808062,.32904059,2.480433,.42535886,7.0897875,.75277472,4.8048148,.65545845,3.9816656,.59852785,3.6975293,.57424426,,
036278,036,Australia,278,Other crude minerals,2.4413066,.41882539,2.177515,.37057734,.9394393,-.031225882,1.5412704,.21299204,2.7414298,.46544501,3.6944749,.57396728,15.211767,.87663281,,
036281,036,Australia,281,Iron ore and concentrates,25.60693,.92483163,29.546267,.93452555,36.546249,.94673234,67.085915,.97062534,41.276039,.95269185,34.862579,.94423157,33.581718,.94216597,,
036282,036,Australia,282,Waste and scrap metal of iron or steel,1.7408845,.27030855,1.3281889,.14096317,.9645763,-.018031213,1.7116423,.26243958,1.218689,.098566756,.98804939,-.0060112248,.77772832,-.12503129,,
036286,036,Australia,286,Ores and concentrates of uranium and thorium,109.94064,.98197234,114.32373,.98265749,0,-1,33.613594,.94221926,0,-1,0,-1,0,-1,,
036287,036,Australia,287,"Ores and concentrates of base metals, nes",30.847166,.93720007,23.594759,.91868186,20.534121,.90712416,23.491589,.91833931,11.195244,.83600163,11.926201,.84527552,9.4714708,.80900484,,
036288,036,Australia,288,"Non-ferrous base metal waste and scrap, nes",1.5742123,.22306331,1.7132459,.2628755,1.2689614,.11853945,2.0803893,.3507314,1.633027,.24041796,1.3275553,.14072932,1.3695859,.15597066,,
036289,036,Australia,289,"Ores and concentrates of precious metals, waste, scrap",.086482711,-.84080243,.3931053,-.43564165,3.5891743,.56419176,8.6801786,.79339224,3.3216622,.53721511,2.4390006,.41843569,3.4219031,.54770607,,
036291,036,Australia,291,"Crude animal materials, nes",2.0298102,.33989266,1.8109231,.28848997,.63252068,-.22509934,1.9148171,.31385061,1.4893826,.19658795,1.4940733,.19809894,1.3990422,.16633399,,
036292,036,Australia,292,"Crude vegetable materials, nes",.65964973,-.20507355,.5281437,-.30877745,.29871431,-.53998458,.46709076,-.36324218,.26850033,-.57666492,.22491765,-.63276285,.21454346,-.64670926,,
036322,036,Australia,322,"Coal, lignite and peat",37.418861,.94794226,43.050198,.95459723,38.204651,.94898564,55.926174,.96486676,32.870987,.94095242,28.615774,.93246841,30.176357,.93584883,,
036323,036,Australia,323,Briquettes; coke and semi-coke; lignite or peat; retort carbon,.26985863,-.57497847,.87664276,-.065732934,1.8738556,.3040708,1.3599304,.15251738,.00024602664,-.99950808,.00054520182,-.99891019,0,-1,,
036333,036,Australia,333,Crude petroleum and oils obtained from bituminous minerals,2.0680254,.34811491,1.1554533,.072120942,1.7543211,.27386826,1.2172261,.097972028,.78056234,-.12324065,1.0228833,.011312217,.90523195,-.049740952,,
036334,036,Australia,334,"Petroleum products, refined",1.2158855,.097426295,.6276921,-.22873361,.36052746,-.47001812,.33019656,-.50353718,.30929458,-.52754015,.24935476,-.60082632,.19629972,-.67182183,,
036335,036,Australia,335,"Residual petroleum products, nes and related materials",.17161569,-.70704442,.057514142,-.89122766,.035120714,-.93214178,.030689128,-.9404493,.029511265,-.94266939,.019732315,-.961299,.015302247,-.96985674,,
036341,036,Australia,341,"Gas, natural and manufactured",2.7987702,.47351381,2.5818129,.44162354,4.9054046,.66132718,7.6097789,.76770598,9.5950069,.81123185,8.4200354,.78768659,8.0865078,.77989346,,
036411,036,Australia,411,Animal oils and fats,10.616743,.82783473,5.7529511,.70383316,4.7538886,.65240896,8.1659746,.7818017,6.3206682,.72680092,7.7656994,.77183795,8.5299578,.7901355,,
036423,036,Australia,423,"Fixed vegetable oils, soft, crude refined or purified",.18462951,-.68829155,.12667653,-.77513242,.33154175,-.50201827,.45024002,-.37908205,.19403867,-.67498761,.28777385,-.55306774,.29326349,-.54647523,,
036424,036,Australia,424,"Other fixed vegetable oils, fluid or solid, crude, refined",.033921968,-.93438196,.01897859,-.96274978,.0086203581,-.98290664,.022396114,-.95618898,.038438268,-.92596906,.045977548,-.9120869,.033296928,-.93555206,,
036431,036,Australia,431,"Animal and vegetable oils and fats, processed, and waxes",.91931581,-.042037994,.82127815,-.098129898,.45314372,-.37632635,.20013179,-.66648364,.11643282,-.79141992,.074411303,-.86148453,.080520079,-.85096049,,
036511,036,Australia,511,"Hydrocarbons, nes, and derivatives",.0095428396,-.98109472,.0049344092,-.99017966,.016217336,-.96808296,.0036237219,-.99277872,.0026320671,-.99474967,.0018784661,-.99625009,.0023356252,-.99533963,,
036512,036,Australia,512,"Alcohols, phenols etc, and their derivatives",.13864222,-.75647801,.079719909,-.85233223,.037677433,-.92738122,.069446415,-.87012643,.18140243,-.69290322,.15098774,-.73763794,.095884994,-.82500905,,
036513,036,Australia,513,"Carboxylic acids, and their derivatives",.076394938,-.8580541,.084117502,-.84481847,.068409294,-.8719418,.096856743,-.82339215,.050894063,-.90314138,.024234703,-.95267743,.015450713,-.96956873,,
036514,036,Australia,514,Nitrogen-function compounds,.034985512,-.93239421,.01582451,-.968844,.018473644,-.96372288,.067564882,-.87342244,.050148781,-.90449202,.046086911,-.91188705,.023306822,-.95444804,,
036515,036,Australia,515,Organo-inorganic and heterocyclic compounds,.03344135,-.93528157,.020374602,-.96006447,.007254824,-.98559487,.028933173,-.94376081,.006891116,-.98631209,.0061203125,-.98783386,.0090844203,-.98199475,,
036516,036,Australia,516,Other organic chemicals,.07634443,-.85814124,.049392138,-.90586525,.022508081,-.95597476,.031151889,-.93957847,.025853362,-.94959641,.018794211,-.96310496,.013608791,-.97314787,,
036522,036,Australia,522,"Inorganic chemical elements, oxides and halogen salts",1.4310322,.17730418,.98170251,-.0092332195,.70772654,-.17114769,1.1537677,.071394749,.71881086,-.16359517,.6302402,-.22681308,.82113844,-.098214149,,
036523,036,Australia,523,Other inorganic chemicals; compounds of precious metals,.66378063,-.20208155,.87596315,-.066119023,.080694601,-.85066158,.12926179,-.77106851,.071205728,-.867055,.054326124,-.89694625,.05236429,-.90048259,,
036524,036,Australia,524,Radioactive and associated material,.042434055,-.91858661,.061325587,-.88443589,.079211086,-.85320556,.21082915,-.6517607,.097727761,-.82194537,.16617832,-.71500361,.015152028,-.97014827,,
036531,036,Australia,531,"Synthetic dye, natural indigo, lakes",.056123819,-.89371735,.16093138,-.72275472,.096254632,-.82439369,.1215079,-.78331333,.053597864,-.89825743,.038835511,-.92523259,.057675961,-.89093834,,
036532,036,Australia,532,"Dyeing and tanning extracts, and synthetic tanning materials",.50104326,-.33240664,.064613879,-.87861538,.08541172,-.84261876,.31301135,-.52321607,.23277883,-.62235105,.16124885,-.72228372,.054561712,-.89652246,,
036533,036,Australia,533,"Pigments, paints, varnishes and related materials",1.2717944,.11963866,.98790842,-.0060825623,.54857391,-.29151085,.76619416,-.13237832,.52710617,-.30966663,.50409079,-.32970697,.43516675,-.39356628,,
036541,036,Australia,541,Medicinal and pharmaceutical products,.86402279,-.072948255,.65265089,-.21017694,.44145614,-.38748586,.24138525,-.61110342,.28054768,-.56183171,.14914352,-.74042666,.14088736,-.75302142,,
036551,036,Australia,551,"Essential oils, perfume and flavour materials",.34722027,-.48453823,.1936,-.67560321,.26493734,-.58110601,.3321313,-.5013535,.24708478,-.60374022,.22395585,-.63404584,.1623621,-.72063422,,
036553,036,Australia,553,"Perfumery, cosmetics, toilet preparations, etc",.47647864,-.35457429,.39569834,-.4329744,.29971614,-.53879756,.38775298,-.44117868,.43485707,-.39386705,.38728124,-.44166875,.30306557,-.53484219,,
036554,036,Australia,554,"Soap, cleansing and polishing preparations",.34916511,-.48239824,.33010259,-.50364339,.23925833,-.61386853,.24757876,-.60310519,.28638369,-.55474609,.25204718,-.59738392,.19500777,-.67362928,,
036562,036,Australia,562,"Fertilizers, manufactured",.46034089,-.36954325,.70323825,-.17423384,.55717158,-.28437999,.55251139,-.28823531,.46441481,-.36573327,.45437962,-.37515679,.36810541,-.46187565,,
036572,036,Australia,572,Explosives and pyrotechnic products,1.396718,.16552553,1.1997199,.090793334,.90126991,-.051928498,.70388728,-.17378657,.5938229,-.25484458,.32805154,-.50596565,.26553565,-.58035851,,
036582,036,Australia,582,"Condensation, polycondensation and polyaddition products",.12935655,-.77091992,.11273205,-.79737788,.051987186,-.90116382,.089606896,-.83552438,.045579992,-.91281396,.037163131,-.92833698,.028938565,-.94375062,,
036583,036,Australia,583,Polymerization and copolymerization products,.1686884,-.71132016,.19472788,-.67402136,.13145056,-.76764244,.1258973,-.77636093,.046080329,-.91189909,.053785827,-.89791888,.044613488,-.91458374,,
036584,036,Australia,584,Regenerated cellulose; derivatives of cellulose; vulcanized fibre,.031993583,-.93799657,.079237707,-.85315984,.094970509,-.8265332,.017393593,-.96580756,.020749755,-.95934409,.012846684,-.9746325,.0092869718,-.98159695,,
036585,036,Australia,585,Other artificial resins and plastic materials,.18621835,-.68603021,.31841594,-.51697195,.30184457,-.5362817,.54914933,-.29103112,.17136343,-.707412,.18097465,-.69351643,.22297125,-.63536143,,
036591,036,Australia,591,"Pesticides, disinfectants",.42330077,-.40518436,.35242695,-.47882295,.22321844,-.63503093,.26725942,-.5782088,.25632992,-.5919385,.25068951,-.59911793,.19969025,-.66709697,,
036592,036,Australia,592,"Starches, insulin and wheat gluten; albuminoidal substances; glues",1.8318372,.29374471,1.6108825,.23397548,1.3059472,.13267745,1.105749,.050219189,.94673002,-.027363826,.76826757,-.13105054,.72238463,-.16118082,,
036598,036,Australia,598,"Miscellaneous chemical products, nes",.27260607,-.5715782,.21885766,-.6408807,.11608895,-.79197186,.14445399,-.74755824,.08235684,-.84781945,.08519613,-.8429848,.098128669,-.82128018,,
036611,036,Australia,611,Leather,1.8049685,.2869795,1.5142193,.20452444,1.032343,.015914159,.89344513,-.056275655,1.0422001,.020664033,1.0401654,.019687338,.79576081,-.11373407,,
036612,036,Australia,612,"Manufactures of leather or of composition leather, nes; etc",.23998752,-.61291945,.12806028,-.77295488,.063237377,-.88104749,.054697238,-.8962788,.18365721,-.68967837,.1703317,-.7089172,.18416676,-.68895131,,
036613,036,Australia,613,"Furskins, tanned or dressed; pieces of furskin, tanned or dressed",.44904521,-.38021919,.15321063,-.73428857,.023527384,-.95402688,.0042524808,-.99153107,.00013367469,-.99973267,.00123374,-.99753559,.0041775815,-.99167961,,
036621,036,Australia,621,Materials of rubber,.16147809,-.7219438,.19165541,-.67833751,.10243175,-.81417125,.10690763,-.80683547,.051113334,-.90274441,.037227005,-.92821819,.041158441,-.92093724,,
036625,036,Australia,625,"Rubber tires, tire cases, inner and flaps, for wheels of all kinds",.18124866,-.69312358,.072260834,-.8652178,.029982669,-.94178027,.074470669,-.86138165,.042476512,-.91850847,.033221938,-.93569255,.049803954,-.90511763,,
036628,036,Australia,628,"Articles of rubber, nes",.19290981,-.67657268,.28107423,-.56118977,.20040576,-.6661033,.18531913,-.68730932,.78694302,-.11922987,.38693339,-.44203031,.20749037,-.6563279,,
036633,036,Australia,633,Cork manufactures,.12522139,-.77742803,.22329231,-.63493222,.089141987,-.83630788,.018482523,-.96370578,.019357232,-.9620207,.028161801,-.9452191,.020646822,-.95954168,,
036634,036,Australia,634,"Veneers, plywood, ""improved"" wood and other wood, worked, nes",.089849494,-.83511579,.070795462,-.86777031,.20312394,-.66233915,.097059384,-.82305539,.029704349,-.94230509,.016762625,-.96702743,.021693749,-.95753378,,
036635,036,Australia,635,"Wood manufactures, nes",.23182194,-.62361127,.18305987,-.69053149,.18187052,-.69223273,.17385277,-.7037912,.061429724,-.884251,.060174793,-.88648134,.052851338,-.89960343,,
036641,036,Australia,641,Paper and paperboard,.35446411,-.47659874,.49018162,-.34211829,.28747863,-.55342382,.43447253,-.39424071,.26413521,-.58210921,.21707164,-.64328867,.16346422,-.71900433,,
036642,036,Australia,642,"Paper and paperboard, precut, and articles of paper or paperboard",.38097274,-.4482545,.28966275,-.55079305,.13685261,-.75924301,.099912763,-.818326,.062424749,-.88248628,.054741584,-.89619905,.046869498,-.91045779,,
036651,036,Australia,651,Textile yarn,.96905291,-.015716739,.2511858,-.59848362,.071075819,-.86728144,.01786874,-.96488988,.012958141,-.97441524,.010590741,-.9790405,.014856313,-.97072232,,
036652,036,Australia,652,"Cotton fabrics, woven (not including narrow or special fabrics)",.16221307,-.72085482,.10243106,-.81417239,.040023699,-.92303312,.019636637,-.96148306,.02921785,-.94322318,.025977628,-.94936025,.024065783,-.95299953,,
036653,036,Australia,653,"Fabrics, woven, of man-made fibres (not narrow or special fabrics)",.11669312,-.79100233,.099065997,-.81972694,.077585958,-.85600042,.03978521,-.92347419,.045425136,-.91309732,.037380919,-.92793214,.027693355,-.94610578,,
036654,036,Australia,654,"Textile fabrics, woven, other than cotton or man-made fibres",.064747229,-.87838012,.077920519,-.85542434,.075285316,-.85997146,.066924587,-.87454671,.032174811,-.93765628,.034543186,-.93322039,.023700947,-.95369554,,
036655,036,Australia,655,"Knitted or crocheted fabrics (including tubular, etc, fabrics)",.22900307,-.62733525,.17297208,-.70507044,.048320375,-.90781373,.018405508,-.96385425,.017810822,-.9650017,.0094234627,-.98132902,.0098288367,-.98053366,,
036656,036,Australia,656,"Tulle, lace, embroidery, ribbons, trimmings and other small wares",.093456201,-.82906276,.035473123,-.93148422,.021644659,-.95762783,.0096668117,-.98085147,.015315875,-.96983033,.013607276,-.97315079,.01245121,-.97540385,,
036657,036,Australia,657,Special textile fabrics and related products,.40990829,-.41853198,.29446501,-.54503983,.094039261,-.82808799,.12004208,-.78564721,.060788665,-.88538969,.087106906,-.83974546,.071392901,-.86672884,,
036658,036,Australia,658,"Made-up articles, wholly or chiefly of textile materials, nes",.20835949,-.65513659,.10469197,-.81045943,.084428757,-.84428895,.084175102,-.84472048,.079332903,-.85299641,.075248487,-.86003518,.12705784,-.77453184,,
036659,036,Australia,659,"Floor coverings, etc",.41818592,-.41025233,.40004519,-.42852533,.29930565,-.53928369,.15564041,-.73064214,.088159621,-.83796567,.084189042,-.84469676,.076949358,-.85709757,,
036661,036,Australia,661,"Lime, cement, and fabricated construction materials",.091759928,-.83190459,.057818968,-.8906827,.052649871,-.89996696,.031817887,-.93832654,.057663098,-.89096129,.095427081,-.82577193,.077794194,-.85564184,,
036662,036,Australia,662,Clay and refractory construction materials,.21211277,-.65001148,.18945058,-.68144858,.061561596,-.88401693,.052571837,-.90010786,.045931056,-.9121719,.034227822,-.93380988,.025364496,-.95052588,,
036663,036,Australia,663,"Mineral manufactures, nes",.20842613,-.65504533,.20138878,-.66474003,.098176628,-.82120067,.14198275,-.75133991,.067065537,-.87429911,.054814745,-.89606756,.067138098,-.87417167,,
036664,036,Australia,664,Glass,.63845015,-.22066577,.40474877,-.42374212,.16152707,-.7218712,.17540872,-.70153576,.047580123,-.90916187,.039474636,-.92404884,.051833536,-.90144157,,
